Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,Day,Mag_std,Activity,n_rows,start_time,end_time
74.3076923076923,48.92857142857143,23.181818181818183,1.0,71.98360655737704,1.0,1.0,1.0,1.0,70.55,2.0,79.95193766783959,nan,244,03:45:43,03:50:42
68.14285714285714,37.0,28.714285714285715,1.0,66.37959183673469,1.0,1.0,,1.0,86.58428571428571,2.0,51.15634630568273,nan,245,03:50:43,03:55:42
,,,,64.66530612244898,1.0,,,,,2.0,,nan,245,03:55:43,04:00:42
72.5,53.888888888888886,68.22222222222223,1.0,65.68163265306123,1.0,1.0,,,133.75222222222223,2.0,46.33489152722283,nan,245,04:00:43,04:05:42
,,,,66.46122448979592,1.0,1.0,,,,2.0,,nan,245,04:05:43,04:10:42
,,,,70.39183673469388,1.0,,,,,2.0,,nan,245,04:10:43,04:15:42
6.0,9.0,32.0,,70.31020408163265,1.0,,1.0,,33.78,2.0,0.0,nan,245,04:15:43,04:20:42
30.5,17.166666666666668,38.0,1.0,67.77142857142857,1.0,1.0,1.0,,44.17000000000001,2.0,26.71881110129466,nan,245,04:20:43,04:25:42
,,,,69.59574468085107,1.0,,1.0,,,2.0,,nan,235,04:25:43,04:30:42
,,,,69.53061224489795,1.0,,,,,2.0,,nan,245,04:30:43,04:35:42
,,,,67.37142857142857,1.0,,1.0,,,2.0,,nan,245,04:35:43,04:40:42
117.11111111111111,85.14285714285714,80.375,1.0,64.9672131147541,1.0,1.0,1.0,,168.25444444444443,2.0,108.60516962435905,nan,244,04:40:43,04:45:41
25.5,,18.5,1.0,62.118367346938776,1.0,1.0,1.0,,24.895,2.0,10.683420566466527,nan,245,04:45:48,04:50:47
,,,,60.779591836734696,1.0,,,,,2.0,,nan,245,04:50:48,04:55:47
,,,,60.98367346938775,1.0,,,,,2.0,,nan,245,04:55:48,05:00:47
,,,,60.69387755102041,1.0,,,,,2.0,,nan,245,05:00:48,05:05:47
